intent,query
ask_restaurant_time,When is Poke Bowl Rice open today?
ask_restaurant_time,Poke Bowl Rice's operating hours?
ask_restaurant_time,How late does Poke Bowl Rice stay open?
ask_restaurant_time,What time does Poke Bowl open?
ask_restaurant_time,How late is Poke Bowl open tonight?
ask_restaurant_time,When does Poke Bowl stop serving dinner?
ask_restaurant_time,Is Poke Bowl still open at 10pm?
ask_restaurant_time,What are the opening hours of Poke Bowl?
ask_restaurant_time,When does Poke Bowl usually open on weekends?
ask_restaurant_time,How late is Poke Bowl open today?
ask_restaurant_time,Does Poke Bowl have any closing days this week?
ask_restaurant_time,What are the operating hours of Zone U Bakery?
ask_restaurant_time,At what time does Zone U Bakery open?
ask_restaurant_time,How late is Zone U Bakery open?
ask_restaurant_time,When is the best time to visit Zone U Bakery?
ask_restaurant_time,What time is U Bakery open?
ask_restaurant_time,At what time does U Bakery serve food?
ask_restaurant_time,I want to know the operating hours of U Bakery.
ask_restaurant_time,When does U Bakery usually close?
ask_restaurant_time,What are the operating hours of restaurants in Zone U?
ask_restaurant_time,How late do restaurants in Zone U typically stay open?
ask_restaurant_time,When is dinner service at a restaurant in Zone U usually available?
ask_restaurant_time,Are there any restaurants in Zone U that offer brunch on weekends?
ask_restaurant_time,What are the business hours of ZoneU Bakery?
ask_restaurant_time,When does ZoneU Bakery open for service?
ask_restaurant_time,Can I visit ZoneU Bakery at night?
ask_restaurant_time,Is ZoneU Bakery closed on weekends?
ask_restaurant_time,What are the operating hours of Zhongminmeishi?
ask_restaurant_time,When does Zhongminmeishi restaurant open?
ask_restaurant_time,Can I dine at Zhongminmeishi after 10 PM?
ask_restaurant_time,What time does Zhongminmeishi serve lunch?
ask_restaurant_time,What is the opening hour of ZhongMinMeiShi?
ask_restaurant_time,When does ZhongMinMeiShi restaurant open?
ask_restaurant_time,At what time does ZhongMinMeiShi open for dinner?
ask_restaurant_time,On which days and hours is ZhongMinMeiShi open?
ask_restaurant_time,What time does Zhong Min Mei Shi open on weekends?
ask_restaurant_time,Is Zhong Min Mei Shi open during lunch hours today?
ask_restaurant_time,Can I make a reservation at Zhong Min Mei Shi for dinner tonight?
ask_restaurant_time,How late is Zhong Min Mei Shi open on Friday nights?
ask_restaurant_time,What are the operating hours of 中闽美食?
ask_restaurant_time,When does 中闽美食 open for dinner?
ask_restaurant_time,What time does 中闽美食 usually serve lunch?
ask_restaurant_time,Is 中闽美食 open on Sundays?
ask_restaurant_time,What time is Bean's Express open?
ask_restaurant_time,When does Bean's Express close?
ask_restaurant_time,What are Bean's Express hours?
ask_restaurant_time,At what time can I visit Bean's Express?
ask_restaurant_time,What are the operating hours of Beans Express?
ask_restaurant_time,When does Beans Express open?
ask_restaurant_time,At what time does Beans Express close?
ask_restaurant_time,Can I visit Beans Express during lunch?
ask_restaurant_time,What are the opening hours of Beans Express?
ask_restaurant_time,When is Beans Express open on weekends?
ask_restaurant_time,At what time does Beans Express usually serve food?
ask_restaurant_time,Is Beans Express still open at night?
ask_restaurant_time,What are the operating hours of Bean Express?
ask_restaurant_time,When is Bean Express open?
ask_restaurant_time,How late is Bean Express open on weekends?
ask_restaurant_time,Is Bean Express open during lunchtime?
ask_restaurant_time,What are the operating hours of Mad Plate Express?
ask_restaurant_time,When does Mad Plate Express open?
ask_restaurant_time,Can I dine at Mad Plate Express during lunch?
ask_restaurant_time,Is Mad Plate Express open for dinner tonight?
ask_restaurant_time,What is the operating hours of Mad Plate Express?
ask_restaurant_time,When does Mad Plate Express open?
ask_restaurant_time,Is Mad Plate Express still open during holidays?
ask_restaurant_time,Can I dine at Mad Plate Express after 9 PM?
ask_restaurant_time,What are the operating hours of Mad Plate?
ask_restaurant_time,When is Mad Plate open today?
ask_restaurant_time,How late is Mad Plate open on weekends?
ask_restaurant_time,At what time does Mad Plate serve dinner?
ask_restaurant_time,What are the operating hours of MadPlate Express?
ask_restaurant_time,Is MadPlate Express open on weekends?
ask_restaurant_time,When does MadPlate Express close tonight?
ask_restaurant_time,Does MadPlate Express have late-night dining?
ask_restaurant_time,What are the opening hours of Xiaojiuzhou?
ask_restaurant_time,When does Xiaojiuzhou restaurant open?
ask_restaurant_time,Is Xiaojiuzhou open now?
ask_restaurant_time,At what time does Xiaojiuzhou usually close?
ask_restaurant_time,What is Xiaojiuzhou restaurant's operating hours today?
ask_restaurant_time,When does Xiaojiuzhou open until tonight?
ask_restaurant_time,How late is Xiaojiuzhou restaurant open on Fridays?
ask_restaurant_time,Can I get the business hours for Xiaojiuzhou restaurant this weekend?
ask_restaurant_time,What are the operating hours of Xiao Jiu Zhou?
ask_restaurant_time,When does Xiao Jiu Zhou usually open?
ask_restaurant_time,At what time is Xiao Jiu Zhou available today?
ask_restaurant_time,Can you tell me the business hours of Xiao Jiu Zhou?
ask_restaurant_time,What is the opening hour of 小九州?
ask_restaurant_time,When does 小九州 open on weekends?
ask_restaurant_time,Is 小九州 open now?
ask_restaurant_time,On which days is 小九州 closed?
ask_restaurant_time,What are the opening hours of Shanyicheng restaurant?
ask_restaurant_time,At what time does Shanyicheng restaurant open?
ask_restaurant_time,"Shanyicheng restaurant operating hours, please."
ask_restaurant_time,When is Shanyicheng restaurant closed?
ask_restaurant_time,What are the business hours of Shanyicheng restaurant?
ask_restaurant_time,When is Shanyicheng open on weekends?
ask_restaurant_time,At what time does Shanyicheng serve dinner?
ask_restaurant_time,Is Shanyicheng open during lunchtime today?
ask_restaurant_time,What are the operating hours of Shan Yi Cheng?
ask_restaurant_time,When is Shan Yi Cheng open on weekends?
ask_restaurant_time,Can I dine at Shan Yi Cheng during lunchtime?
ask_restaurant_time,Is Shan Yi Cheng closed during dinner time?
ask_restaurant_time,What are the operating hours of 膳一城?
ask_restaurant_time,Is 膳一城 open on weekends?
ask_restaurant_time,When does 膳一城 usually close?
ask_restaurant_time,Does 膳一城 have evening business hours?
ask_restaurant_time,What are the operating hours of Penangfengwei restaurant?
ask_restaurant_time,At what time does Penangfengwei restaurant open?
ask_restaurant_time,How late is Penangfengwei restaurant open today?
ask_restaurant_time,Can I dine at Penangfengwei restaurant after 10pm?
ask_restaurant_time,What are the operating hours of PenangFeng Wei?
ask_restaurant_time,When is PenangFeng Wei open?
ask_restaurant_time,At what time does PenangFeng Wei close?
ask_restaurant_time,Is PenangFeng Wei still open for dinner?
ask_restaurant_time,What is the operating hours of Penang Feng Wei?
ask_restaurant_time,When does Penang Feng Wei open today?
ask_restaurant_time,Is Penang Feng Wei open now?
ask_restaurant_time,At what time is Penang Feng Wei closing down?
ask_restaurant_time,What are the operating hours of 槟城风味?
ask_restaurant_time,When does 槟城风味 usually serve dinner?
ask_restaurant_time,Is 槟城风味 open on Sundays?
ask_restaurant_time,At what time is the lunch service at 槟城风味?
ask_restaurant_time,What is the opening time of Jiaweishixuan today?
ask_restaurant_time,How late does Jiaweishixuan restaurant open on weekends?
ask_restaurant_time,What are the business hours of Jiaweishixuan in this month?
ask_restaurant_time,Is Jiaweishixuan open on Christmas Day?
ask_restaurant_time,What time does Jiawei Sichuan Restaurant open?
ask_restaurant_time,At what hour can I dine at Jiawei Sichuan Restaurant today?
ask_restaurant_time,When is Jiawei Sichuan Restaurant's dinner service?
ask_restaurant_time,On which hours are the tables available at Jiawei Sichuan Restaurant?
ask_restaurant_time,What are the operating hours of Jia Wei Shi Xuan?
ask_restaurant_time,When is Jia Wei Shi Xuan open for dinner?
ask_restaurant_time,Can I visit Jia Wei Shi Xuan on weekends?
ask_restaurant_time,During which time slot can I make a reservation at Jia Wei Shi Xuan?
ask_restaurant_time,What is the opening time of 佳味食轩?
ask_restaurant_time,When does 佳味食轩 open for lunch?
ask_restaurant_time,Is 佳味食轩 open on Sundays?
ask_restaurant_time,At what time does 佳味食轩 close tonight?
ask_restaurant_time,What are the opening hours of Chinese Muslim Xiaochao restaurant?
ask_restaurant_time,When does Chinese Muslim Xiaochao restaurant usually serve dinner?
ask_restaurant_time,Is Chinese Muslim Xiaochao open for lunch on weekends?
ask_restaurant_time,At what time does Chinese Muslim Xiaochao close?
ask_restaurant_time,What are the operating hours of Chinese Muslim Xiaochao?
ask_restaurant_time,Is Chinese Muslim Xiaochao open now?
ask_restaurant_time,When does Chinese Muslim Xiaochao start serving dinner?
ask_restaurant_time,Does Chinese Muslim Xiaochao have a morning service?
ask_restaurant_time,What is the operating hours of Muslim Xiaochao?
ask_restaurant_time,When does Muslim Xiaochao open for business?
ask_restaurant_time,How late is Muslim Xiaochao open on weekends?
ask_restaurant_time,At what time does Muslim Xiaochao usually stop serving food?
ask_restaurant_time,What are the operating hours of 中国穆斯林小炒?
ask_restaurant_time,At what time does 中国穆斯林小炒 open?
ask_restaurant_time,How late is 中国穆斯林小炒 open today?
ask_restaurant_time,When does 中国穆斯林小炒 close?
ask_restaurant_time,What are the operating hours of Uni Hotpot?
ask_restaurant_time,When is Uni Hotpot open today?
ask_restaurant_time,How late does Uni Hotpot stay open?
ask_restaurant_time,On which days is Uni Hotpot closed?
ask_restaurant_time,What are the operating hours of Uni Hotpot?
ask_restaurant_time,When does Uni Hotpot usually serve lunch?
ask_restaurant_time,How late is Uni Hotpot open?
ask_restaurant_time,At what time does Uni Hotpot typically start serving dinner?
ask_restaurant_time,What are the operating hours of Uni Hot Pot?
ask_restaurant_time,When does Uni Hot Pot usually serve lunch?
ask_restaurant_time,Is Uni Hot Pot open during weekend evenings?
ask_restaurant_time,Can I dine at Uni Hot Pot on a Monday night?
ask_restaurant_time,What is the opening hour of 有你香锅?
ask_restaurant_time,At what time does 有你香锅 serve food?
ask_restaurant_time,When is the latest ordering time for 有你香锅?
ask_restaurant_time,Is 有你香锅 open now?
ask_restaurant_time,What are the operating hours of ZUS Coffee?
ask_restaurant_time,When is ZUS Coffee open today?
ask_restaurant_time,Can I visit ZUS Coffee at night?
ask_restaurant_time,Is ZUS Coffee open on Sundays?
ask_restaurant_time,What are the business hours of Züs Coffee?
ask_restaurant_time,When is Züs Coffee open today?
ask_restaurant_time,At what time does Züs Coffee start serving?
ask_restaurant_time,Does Züs Coffee have evening hours?
ask_restaurant_time,What are the operating hours of ZUS?
ask_restaurant_time,When is ZUS open on weekends?
ask_restaurant_time,Can I eat at ZUS in the evening?
ask_restaurant_time,Is ZUS still open during lunchtime?
ask_restaurant_time,What is the closing time of Zus?
ask_restaurant_time,At what time does Zus open?
ask_restaurant_time,When is Zus restaurant closed?
ask_restaurant_time,Does Zus restaurant close early on weekends?
ask_restaurant_time,What are the operating hours of Lakefront Cafe?
ask_restaurant_time,When does Lakefront Cafe open?
ask_restaurant_time,Can I dine at Lakefront Cafe in the evening?
ask_restaurant_time,Is Lakefront Cafe open during weekends?
ask_restaurant_time,What are the operating hours of Lakefront Cafe?
ask_restaurant_time,When does Lakefront Cafe open on Sundays?
ask_restaurant_time,How late is Lakefront Cafe open on Fridays?
ask_restaurant_time,At what time does Lakefront Cafe usually serve its brunch menu?
ask_restaurant_time,What are the operating hours of Lakefront?
ask_restaurant_time,When does Lakefront open?
ask_restaurant_time,At what time is Lakefront closed today?
ask_restaurant_time,How late is Lakefront open tonight?
ask_restaurant_time,What are the operating hours of Lake Front Cafe?
ask_restaurant_time,When does Lake Front Cafe open for lunch?
ask_restaurant_time,Is Lake Front Cafe open on Sundays?
ask_restaurant_time,At what time does Lake Front Cafe serve dinner?
ask_restaurant_time,What are the operating hours of Cotti Coffee?
ask_restaurant_time,When does Cotti Coffee open?
ask_restaurant_time,Is Cotti Coffee open on weekends?
ask_restaurant_time,At what time does Cotti Coffee close?
ask_restaurant_time,What are the operating hours of COTTI COFFEE?
ask_restaurant_time,When does COTTI COFFEE open?
ask_restaurant_time,Is COTTI COFFEE open now?
ask_restaurant_time,Can I visit COTTI COFFEE at night?
ask_restaurant_time,What are the operating hours of Cotti?
ask_restaurant_time,When does Cotti restaurant open?
ask_restaurant_time,At what time does Cotti close?
ask_restaurant_time,Is Cotti restaurant open on weekends?
ask_restaurant_time,What is COTTI: restaurant's operating hours?
ask_restaurant_time,At what time does COTTI: restaurant open?
ask_restaurant_time,When does COTTI: restaurant close?
ask_restaurant_time,Can I dine at COTTI: restaurant after midnight?
ask_restaurant_time,What are the operating hours of Bo Ya Xuan Restaurant?
ask_restaurant_time,When does Bo Ya Xuan Restaurant open for dinner?
ask_restaurant_time,What time does Bo Ya Xuan Restaurant close today?
ask_restaurant_time,Is Bo Ya Xuan Restaurant open on Sundays?
ask_restaurant_time,What are the business hours of Bo Ya Xuan Restaurant?
ask_restaurant_time,When is Bo Ya Xuan Restaurant open?
ask_restaurant_time,At what time does Bo Ya Xuan Restaurant usually serve dinner?
ask_restaurant_time,Is Bo Ya Xuan Restaurant still operating during lunchtime?
ask_restaurant_time,What are the opening hours of Bo Ya Xuan?
ask_restaurant_time,When is Bo Ya Xuan restaurant open?
ask_restaurant_time,How late does Bo Ya Xuan stay open?
ask_restaurant_time,At what time does Bo Ya Xuan serve dinner?
ask_restaurant_time,What is the operating hours of 博雅轩?
ask_restaurant_time,At what time does 博雅轩 restaurant open?
ask_restaurant_time,How late is 博雅轩 restaurant open tonight?
ask_restaurant_time,When does 博雅轩 usually serve dinner?
ask_restaurant_time,What are the operating hours of SOI 55 THAI KITCHEN?
ask_restaurant_time,When does SOI 55 THAI KITCHEN open for dinner?
ask_restaurant_time,Can I get lunch at SOI 55 THAI KITCHEN today?
ask_restaurant_time,Is SOI 55 THAI KITCHEN open on Sundays?
ask_restaurant_time,What is Soi 55 Thai Kitchen's operating hours today?
ask_restaurant_time,When does Soi 55 Thai Kitchen open for lunch?
ask_restaurant_time,Can I have dinner at Soi 55 Thai Kitchen tomorrow night?
ask_restaurant_time,Is Soi 55 Thai Kitchen open on Sundays?
ask_restaurant_time,What are the opening hours of SOI 55:restaurant?
ask_restaurant_time,At what time does SOI 55:restaurant open for dinner?
ask_restaurant_time,How late is SOI 55:restaurant open on Fridays?
ask_restaurant_time,Does SOI 55:restaurant have evening service?
ask_restaurant_time,What time does Thai Kitchen open today?
ask_restaurant_time,Are Thai Kitchen's hours available on their website?
ask_restaurant_time,When can I dine at Thai Kitchen this evening?
ask_restaurant_time,Does Thai Kitchen have extended hours during the weekend?
ask_restaurant_time,What are the business hours of Starbucks?
ask_restaurant_time,When does Starbucks open on Sundays?
ask_restaurant_time,Is Starbucks open now?
ask_restaurant_time,What time does Starbucks close today?
ask_restaurant_time,What are the business hours of Starbucks?
ask_restaurant_time,When does Starbucks open today?
ask_restaurant_time,Is Starbucks still open after 10pm?
ask_restaurant_time,Can I get a coffee at Starbucks before it closes?
ask_restaurant_time,What are the operating hours of STARBUCKS?
ask_restaurant_time,When does STARBUCKS open?
ask_restaurant_time,What time does STARBUCKS close at?
ask_restaurant_time,Is STARBUCKS open on weekends?
ask_restaurant_time,What is the operating hour of Starbucks?
ask_restaurant_time,At what time does Starbucks open today?
ask_restaurant_time,When can I visit Starbucks to grab a coffee?
ask_restaurant_time,What are the business hours for Starbucks?
ask_restaurant_recommendation,What is good about Xiayicheng restaurant?
ask_restaurant_recommendation,Do you have any recommendations for restaurants like Xiayicheng?
ask_restaurant_recommendation,Can you suggest some other restaurants similar to Xiayicheng?
ask_restaurant_recommendation,Is Xiayicheng restaurant worth trying?
ask_restaurant_recommendation,What's a good restaurant near Xiayi Cheng?
ask_restaurant_recommendation,Can you recommend some food at Xiayi Cheng?
ask_restaurant_recommendation,Where should I eat around Xiayi Cheng?
ask_restaurant_recommendation,Is there any popular restaurants in Xiayi Cheng?
ask_restaurant_recommendation,Can you recommend some restaurants like Xia Yi Cheng?
ask_restaurant_recommendation,What other good restaurants are there near Xia Yi Cheng?
ask_restaurant_recommendation,Do you have any restaurant recommendations similar to Xia Yi Cheng?
ask_restaurant_recommendation,Are there any popular restaurants around Xia Yi Cheng that serve Chinese food?
ask_restaurant_recommendation,What type of dishes does Tuk Tuk Thai&Taro serve?
ask_restaurant_recommendation,Is Tuk Tuk Thai&Taro a good place to try authentic Asian food?
ask_restaurant_recommendation,Can I make reservations at Tuk Tuk Thai&Taro?
ask_restaurant_recommendation,What's the atmosphere like at Tuk Tuk Thai&Taro restaurant?
ask_restaurant_recommendation,What kind of food does Tuk Tuk Thai serve?
ask_restaurant_recommendation,Can you recommend any good restaurants like Tuk Tuk Thai?
ask_restaurant_recommendation,Is Tuk Tuk Thai a good place to try authentic Thai cuisine?
ask_restaurant_recommendation,Are there any other restaurants near me that are similar to Tuk Tuk Thai?
ask_restaurant_recommendation,What is the best thai restaurant in campus?
ask_restaurant_recommendation,Can you recommend a good place to eat thai food?
ask_restaurant_recommendation,"I'm craving thai cuisine, where can I go?"
ask_restaurant_recommendation,Is Tuk Tuk Thai near my dorm?
ask_restaurant_recommendation,What is the food like at TukTuk Thai?
ask_restaurant_recommendation,Have you been to TukTuk Thai before?
ask_restaurant_recommendation,Can you recommend any Thai restaurants like TukTuk Thai?
ask_restaurant_recommendation,Is TukTuk Thai a good place for dinner?
ask_restaurant_recommendation,What kind of food does Dashuxia serve?
ask_restaurant_recommendation,Is Dashuxia a good restaurant to eat at?
ask_restaurant_recommendation,Where can I make reservations at Dashuxia?
ask_restaurant_recommendation,Do you have any recommendations for Dashuxia?
ask_restaurant_recommendation,What kind of food does Dashu XIA serve?
ask_restaurant_recommendation,Is Dashu Xia a good place to eat?
ask_restaurant_recommendation,Can you recommend any restaurants like Dashu XIA?
ask_restaurant_recommendation,Where is the nearest restaurant similar to Dashu XIA located?
ask_restaurant_recommendation,What kind of food does Da Shu Xia serve?
ask_restaurant_recommendation,Is Da Shu Xia a good place to try Chinese cuisine?
ask_restaurant_recommendation,Can you recommend any dishes at Da Shu Xia?
ask_restaurant_recommendation,What makes Da Shu Xia stand out from other restaurants?
ask_restaurant_recommendation,What kind of dishes does 大树下 serve?
ask_restaurant_recommendation,Is 大树下 a good place to try Sichuan cuisine?
ask_restaurant_recommendation,Can you recommend any other restaurants like 大树下 in the area?
ask_restaurant_recommendation,Does 大树下 have any discounts or promotions available?
ask_restaurant_recommendation,What is the nearest restaurant to me that serves malay food?
ask_restaurant_recommendation,Can you recommend a good malay restaurant near my location?
ask_restaurant_recommendation,"I'm craving for malay cuisine, what restaurants do you have around me?"
ask_restaurant_recommendation,Is there any good malay food around here? I want to try it out.
ask_restaurant_recommendation,what kind of food does Kopitiam serve?
ask_restaurant_recommendation,is Kopitiam a good place to eat?
ask_restaurant_recommendation,where can I find Kopitiam in campus?
ask_restaurant_recommendation,do you have any recommendations for restaurants like Kopitiam?
ask_restaurant_recommendation,What is the recommended dish to try at Kopitiam?
ask_restaurant_recommendation,Which restaurant is similar to Kopitiam in this area?
ask_restaurant_recommendation,Can you recommend some restaurants like Kopitiam nearby?
ask_restaurant_recommendation,Is Kopitiam a good place for dinner?
ask_restaurant_recommendation,What kind of food does Let's Kopi serve?
ask_restaurant_recommendation,Is Let's Kopi a good place to eat?
ask_restaurant_recommendation,Can you recommend any coffee shops near Let's Kopi?
ask_restaurant_recommendation,Does Let's Kopi offer any special deals or promotions?
ask_restaurant_recommendation,What's good at Mynews?
ask_restaurant_recommendation,Can you recommend a restaurant like Mynews?
ask_restaurant_recommendation,"I love Mynews, what else can you suggest?"
ask_restaurant_recommendation,Is there any other restaurant similar to Mynews?
ask_restaurant_recommendation,What are some popular restaurants in town?
ask_restaurant_recommendation,Can you recommend a good restaurant near me?
ask_restaurant_recommendation,"I'm looking for a place to try Japanese food, do you have any recommendations?"
ask_restaurant_recommendation,Where can I find the best Asian fusion cuisine?
ask_restaurant_recommendation,What type of cuisine does My News serve?
ask_restaurant_recommendation,Is My News a good place to eat?
ask_restaurant_recommendation,Can you recommend restaurants like My News?
ask_restaurant_recommendation,Where can I find restaurants similar to My News?
ask_restaurant_recommendation,What are some recommended restaurants near me?
ask_restaurant_recommendation,Can you suggest a good restaurant to eat in?
ask_restaurant_recommendation,Which restaurants do you recommend for dinner tonight?
ask_restaurant_recommendation,What's a popular restaurant around here?
ask_restaurant_recommendation,What's good about Takw Mee Tarik restaurant?
ask_restaurant_recommendation,Can you recommend any dishes from Takw Mee Tarik?
ask_restaurant_recommendation,"I'm looking for a great meal, what do people think of Takw Mee Tarik ?"
ask_restaurant_recommendation,Is the food at Takw Mee Tarik worth trying?
ask_restaurant_recommendation,What's a good restaurant serving Takw Mee Tarik in the area?
ask_restaurant_recommendation,Can you recommend any restaurants that serve delicious Takw Mee Tarik?
ask_restaurant_recommendation,"Where can I find a nearby restaurant that serves authentic Malaysian cuisine, like Takw Mee Tarik?"
ask_restaurant_recommendation,Is there a highly-recommended restaurant near me that specializes in serving excellent Takw Mee Tarik?
ask_restaurant_recommendation,What kind of food does Tarik Mee serve?
ask_restaurant_recommendation,Is Tarik Mee a good restaurant?
ask_restaurant_recommendation,Can you recommend me some dishes from Tarik Mee?
ask_restaurant_recommendation,Do you know any other restaurants like Tarik Mee?
ask_restaurant_recommendation,What type of food does Mee Tarik serve?
ask_restaurant_recommendation,Is Mee Tarik a good place to eat?
ask_restaurant_recommendation,Can you recommend any other restaurants like Mee Tarik?
ask_restaurant_recommendation,What is the signature dish at Mee Tarik?
ask_restaurant_recommendation,What's the best dish to order at Dajiawang?
ask_restaurant_recommendation,"I love Dajiawang, do you have any other restaurant recommendations like it?"
ask_restaurant_recommendation,Can you recommend a place similar to Dajiawang for dinner tonight?
ask_restaurant_recommendation,Are there any restaurants near me that serve food similar to Dajiawang?
ask_restaurant_recommendation,What kind of food does Dajiawang serve?
ask_restaurant_recommendation,Is Dajiawang a good place to eat?
ask_restaurant_recommendation,Can you recommend any dishes from Dajiawang?
ask_restaurant_recommendation,Where can I find the menu for Dajiawang?
ask_restaurant_recommendation,What's good to eat at Da Jia Wang?
ask_restaurant_recommendation,Can you recommend any dishes from Da Jia Wang's menu?
ask_restaurant_recommendation,"I'm looking for a restaurant like Da Jia Wang, do you have any suggestions?"
ask_restaurant_recommendation,Is Da Jia Wang a recommended place to try Chinese food?
ask_restaurant_recommendation,What is good about this restaurant 大家旺?
ask_restaurant_recommendation,Can you recommend me some dishes to try at 大家旺?
ask_restaurant_recommendation,How would you rate the food quality of 大家旺?
ask_restaurant_recommendation,Is 大家旺 a good place for a romantic dinner?
ask_restaurant_recommendation,What kind of food does Shuzhiwei serve?
ask_restaurant_recommendation,Is Shuzhiwei a good place to eat?
ask_restaurant_recommendation,Can you recommend me any restaurants like Shuzhiwei?
ask_restaurant_recommendation,Where is the nearest restaurant similar to Shuzhiwei?
ask_restaurant_recommendation,What kind of food does Shuzhiwei serve?
ask_restaurant_recommendation,"I'm looking for a good restaurant like Shuzhiwei, do you have any recommendations?"
ask_restaurant_recommendation,"Shuzhiwei's menu is really interesting, what are some other restaurants similar to it?"
ask_restaurant_recommendation,Can you suggest some top-rated restaurants in the same category as Shuzhiwei?
ask_restaurant_recommendation,Can you recommend a dish from Shu Zhi Wei?
ask_restaurant_recommendation,What are some popular dishes to order at Shu Zhi Wei?
ask_restaurant_recommendation,"I'm in the mood for something spicy, do you think Shu Zhi Wei has any good options?"
ask_restaurant_recommendation,What's the must-try dish when dining at Shu Zhi Wei?
ask_restaurant_recommendation,What are some good Chinese restaurants near me like 蜀之味?
ask_restaurant_recommendation,Can you recommend any other Chinese food places similar to 蜀之味?
ask_restaurant_recommendation,"I'm craving for Szechuan cuisine, what's a good alternative to 蜀之味?"
ask_restaurant_recommendation,Are there any highly-recommended Chinese restaurants around that are similar to 蜀之味?
ask_restaurant_recommendation,What is the most popular dish in Dachengxiaochu?
ask_restaurant_recommendation,Can you recommend some good restaurants near Dachengxiaochu?
ask_restaurant_recommendation,What kind of food does Dacheng Xiaochu serve?
ask_restaurant_recommendation,Is Dacheng Xiaochu a good restaurant to try?
ask_restaurant_recommendation,What's the best dish to order at Da Cheng Xiao Chu?
ask_restaurant_recommendation,"I heard great things about Da Cheng Xiao Chu, what else should I try there?"
ask_restaurant_recommendation,What is the recommended dish at 大城小厨?
ask_restaurant_recommendation,Can you recommend something to eat at 大城小厨?
ask_restaurant_recommendation,Is the food at 大城小厨 any good?
ask_restaurant_recommendation,Where can I find a delicious meal like the one served at 大城小厨?
ask_restaurant_recommendation,What are some good restaurants in Hualian Haoliangcha?
ask_restaurant_recommendation,Can you recommend a restaurant near Hualian Haoliangcha?
ask_restaurant_recommendation,Where can I find decent food around Hualian Haoliangcha?
ask_restaurant_recommendation,Are there any popular restaurants at Hualian Haoliangcha?
ask_restaurant_recommendation,What's a good tea house near me?
ask_restaurant_recommendation,Can you recommend a local Chinese tea restaurant?
ask_restaurant_recommendation,Is Hua Lian Hao Liang Cha any good?
ask_restaurant_recommendation,Where can I find a authentic Chinese tea experience?
ask_restaurant_recommendation,What's a good place to eat near me that serves Chinese tea?
ask_restaurant_recommendation,"I'm in the mood for some Taiwanese tea, what restaurant would you recommend?"
ask_restaurant_recommendation,What type of food does Xiaoyunbingshi serve?
ask_restaurant_recommendation,Where is Xiaoyunbingshi located in relation to my current location?
ask_restaurant_recommendation,Can you recommend Xiaoyunbingshi for dinner tonight?
ask_restaurant_recommendation,How far is Xiaoyunbingshi from the nearest subway station?
ask_restaurant_recommendation,What kind of food does Xiaoyunbing's Shi recommend?
ask_restaurant_recommendation,Can you suggest some popular restaurants like Xiaoyunbing's Shi?
ask_restaurant_recommendation,Is Xiaoyunbing's Shi a good restaurant to try?
ask_restaurant_recommendation,Where can I find a similar Chinese restaurant to Xiaoyunbing's Shi?
ask_restaurant_recommendation,What is good about Xiao Yun Bing Shi?
ask_restaurant_recommendation,Is Xiao Yun Bing Shi any good?
ask_restaurant_recommendation,"I am looking for a restaurant, can you recommend Xiao Yun Bing Shi?"
ask_restaurant_recommendation,Do people like eating at Xiao Yun Bing Shi?
ask_restaurant_recommendation,What's good to eat at 小云冰室?
ask_restaurant_recommendation,Can you recommend some popular dishes from 小云冰室?
ask_restaurant_recommendation,小云冰室 has any signature desserts?
ask_restaurant_recommendation,"I'm looking for a restaurant like 小云冰室, do you have any recommendations?"
ask_restaurant_recommendation,What's good about Dazhizhi Restaurant?
ask_restaurant_recommendation,Is Dazhizhi a nice restaurant to dine in?
ask_restaurant_recommendation,What's good at Dazhizhi?
ask_restaurant_recommendation,Can you recommend some food at Dazhizhi?
ask_restaurant_recommendation,What should I order at Dazhizhi restaurant?
ask_restaurant_recommendation,Do you have any recommendations for Dazhizhi?
ask_restaurant_recommendation,What's a good place to eat at Da Zhi Zhi?
ask_restaurant_recommendation,Can you recommend any restaurants like Da Zhi Zhi?
ask_restaurant_recommendation,What's a good place to eat in Beijing?
ask_restaurant_recommendation,Where can I find some delicious food near me?
ask_restaurant_recommendation,What kind of food does Miaomiaoqingshi serve?
ask_restaurant_recommendation,Is Miaomiaoqingshi a good restaurant to try?
ask_restaurant_recommendation,Can you recommend Miaomiaoqingshi for dinner?
ask_restaurant_recommendation,Where is the nearest location to Miaomiaoqingshi that serves similar food?
ask_restaurant_recommendation,What's a good restaurant like miaomiaoqingshi?
ask_restaurant_recommendation,Can you recommend some restaurants similar to miaomiaoqingshi?
ask_restaurant_recommendation,What's a good restaurant like Miao Miao Qing Shi?
ask_restaurant_recommendation,Is Miao Miao Qing Shi recommended by locals?
ask_restaurant_recommendation,Can you suggest some restaurants similar to Miao Miao Qing Shi?
ask_restaurant_recommendation,Where can I get a meal like the one at Miao Miao Qing Shi?
ask_restaurant_recommendation,What kind of food does 喵喵轻食 serve?
ask_restaurant_recommendation,Is 喵喵轻食 a good place to eat?
ask_restaurant_recommendation,Can you recommend some dishes at 喵喵轻食?
ask_restaurant_recommendation,Where is the nearest 喵喵轻食 restaurant?
ask_restaurant_recommendation,What is Dawanmian's specialty dish?
ask_restaurant_recommendation,Can you recommend any popular menu items at Dawanmian?
