query,entity_text,entity_label,index
Is the print library computer open?,print library computer,restaurant,761
Where is the print library computer located?,print library computer,restaurant,762
How long does it take for library printing?,library printing,restaurant,763
Can I do library printing at the A3 library?,library printing,restaurant,764
Is there a fee for library printing?,library printing,restaurant,765
Where can I do computer printing?,computer printing,restaurant,766
Can I get help with computer printing?,computer printing,restaurant,767
What are the hours for computer printing?,computer printing,restaurant,768
Can you help me with How to Print in the Library via USB?,How to Print in the Library via USB,restaurant,769
I need assistance with How to Print in the Library via USB.,How to Print in the Library via USB,restaurant,770
Do you know how to use How to Print in the Library via USB?,How to Print in the Library via USB,restaurant,771
Where is the print library usb near my dorm?,print library usb,restaurant,772
Can I charge my phone at the print library usb?,print library usb,restaurant,773
What are the opening hours of the print library usb?,print library usb,restaurant,774
Where is the usb printing machine located?,usb printing,restaurant,775
Can I use the usb printing service on campus?,usb printing,restaurant,776
How do I pay for the usb printing at the library?,usb printing,restaurant,777
Can I use the direct printing machine?,direct printing,restaurant,778
What is the price of direct printing on campus?,direct printing,restaurant,779
What time does How to Scan in the Library open?,How to Scan in the Library,restaurant,780
I have a meeting at How to Scan in the Library,How to Scan in the Library,restaurant,781
Where is How to Scan in the Library located?,How to Scan in the Library,restaurant,782
Is the scan library open on weekends?,scan library,restaurant,783
I'd like to know more about the scan library's menu.,scan library,restaurant,784
What is the phone number for the scan library?,scan library,restaurant,785
Where is the library scanning service located?,library scanning,restaurant,786
Can I get help with library scanning at the main branch?,library scanning,restaurant,787
How do I access library scanning from off-campus?,library scanning,restaurant,788
Where is the document scanning service?,document scanning,restaurant,789
How do I access document scanning on campus?,document scanning,restaurant,790
Can you tell me about document scanning locations?,document scanning,restaurant,791
I want to know about How to Request a Refund for Self-Service Printing,How to Request a Refund for Self-Service Printing,restaurant,792
Can you tell me the procedure of How to Request a Refund for Self-Service Printing?,How to Request a Refund for Self-Service Printing,restaurant,793
Where can I find information on How to Request a Refund for Self-Service Printing?,How to Request a Refund for Self-Service Printing,restaurant,794
What is the policy for printing refund?,printing refund,restaurant,795
Can I get a printing refund if my paper jammed?,printing refund,restaurant,796
How do I apply for printing refund?,printing refund,restaurant,797
What do I need to do for a printing error refund?,printing error refund,restaurant,798
How can I get a refund due to a printing error?,printing error refund,restaurant,799
"I had a printing error, how do I claim my refund?",printing error refund,restaurant,800
Where are the laundry machines located?,laundry machines,restaurant,801
How do I use the laundry machines on campus?,laundry machines,restaurant,802
Are the laundry machines open 24/7?,laundry machines,restaurant,803
Where are the washing machines located?,washing machines,restaurant,804
Can I use the washing machines in my dorm?,washing machines,restaurant,805
Do the laundry facilities have washing machines?,washing machines,restaurant,806
Where is the laundry dryer located?,laundry dryer,restaurant,807
Where is the laundry dryer located?,dryer,restaurant,808
Can I use the campus dryer for free?,laundry dryer,restaurant,809
Can I use the campus dryer for free?,dryer,restaurant,810
Where is the nearest laundry?,laundry,restaurant,811
I'm looking for a good laundry place.,laundry,restaurant,812
Can you tell me about the laundry on campus?,laundry,restaurant,813
Where is the location of How to Use the Shoe Washing Machine,How to Use the Shoe Washing Machine,restaurant,814
Is there a manual for How to Use the Shoe Washing Machine?,How to Use the Shoe Washing Machine,restaurant,815
Can I use credit cards at How to Use the Shoe Washing Machine?,How to Use the Shoe Washing Machine,restaurant,816
Where is the shoe washing machine located?,shoe washing machine,restaurant,817
Can I use a shoe washing machine on campus?,shoe washing machine,restaurant,818
Is there a shoe washing machine in the dormitory?,shoe washing machine,restaurant,819
How do I operate the shoe washing machine?,shoe washing machine,restaurant,820
Where is the shoe cleaner on campus?,shoe cleaner,restaurant,821
Can I use my student ID at the shoe cleaner?,shoe cleaner,restaurant,822
Is the shoe cleaner open during exams?,shoe cleaner,restaurant,823
Can you explain how to use the dry cleaning service?,How to Use Dry Cleaning Service,restaurant,824
I want to know about the dry cleaning service procedure.,How to Use Dry Cleaning Service,restaurant,825
What are the steps for using the dry cleaning service?,How to Use Dry Cleaning Service,restaurant,826
Where is the nearest dry cleaning place?,dry cleaning,restaurant,827
What are the prices for dry cleaning at XYZ Laundry?,dry cleaning,restaurant,828
Can I get my suit dry cleaned at this location?,dry cleaning,restaurant,829
Where is the laundry service located?,laundry service,restaurant,830
Is the laundry service open on weekends?,laundry service,restaurant,831
Can I book a slot for the laundry service?,laundry service,restaurant,832
I need help with How to Withdraw Money from Campus ATM,How to Withdraw Money from Campus ATM,restaurant,833
Where can I find information on How to Withdraw Money from Campus ATM?,How to Withdraw Money from Campus ATM,restaurant,834
What is the process for withdrawing money using How to Withdraw Money from Campus ATM?,How to Withdraw Money from Campus ATM,restaurant,835
How much is the atm withdrawal fee?,atm withdrawal,restaurant,836
Can I get cashback on atm withdrawals?,atm withdrawal,restaurant,837
What's the limit for atm withdrawal today?,atm withdrawal,restaurant,838
I want to withdraw money from the bank.,withdraw money,restaurant,839
Can I withdraw money at the ATM?,withdraw money,restaurant,840
How do I withdraw money safely?,withdraw money,restaurant,841
Where is the campus atm located?,campus atm,restaurant,842
What are the operating hours of the campus atm?,campus atm,restaurant,843
How do I find the campus atm on campus?,campus atm,restaurant,844
Where are the Campus Coffee Shops and Vending Machine Locations?,Campus Coffee Shops and Vending Machine Locations,restaurant,845
Can you tell me more about Campus Coffee Shops and Vending Machine Locations?,Campus Coffee Shops and Vending Machine Locations,restaurant,846
How do I get to Campus Coffee Shops and Vending Machine Locations?,Campus Coffee Shops and Vending Machine Locations,restaurant,847
Where are the coffee shops on campus?,coffee shops campus,restaurant,848
What coffee shops are available on campus today?,coffee shops campus,restaurant,849
Can you show me a map of the coffee shops around campus?,coffee shops campus,restaurant,850
Where are the vending machines located?,vending machines,restaurant,851
Are the vending machines open on weekends?,vending machines,restaurant,852
How much does a drink from a vending machine cost?,vending machines,restaurant,853
Where can I find coffee locations on campus?,coffee locations,restaurant,854
What are the coffee locations near my dorm?,coffee locations,restaurant,855
Can you show me a map of the coffee locations in this area?,coffee locations,restaurant,856
How do I set up my school email?,School Email and Campus ID Setup,restaurant,857
What are the steps for setting up my campus id online?,School Email and Campus ID Setup,restaurant,858
Can you explain how to set up my school email and campus id?,School Email and Campus ID Setup,restaurant,859
How do I set up my email?,email setup,restaurant,860
I need help with email setup.,email setup,restaurant,861
Can you explain the email setup process?,email setup,restaurant,862
What is my campus ID?,campus ID,restaurant,863
Where can I find my campus ID card?,campus ID,restaurant,864
Can you help me reset my campus ID password?,campus ID,restaurant,865
What are my login credentials?,login credentials,restaurant,866
I forgot my login credentials.,login credentials,restaurant,867
How do I reset my login credentials?,login credentials,restaurant,868
Can you tell me how to view timetable for this semester,How to View Timetable,restaurant,869
"I need help viewing the class schedule, what should I do?",How to View Timetable,restaurant,870
How can I access the course timetable?,How to View Timetable,restaurant,871
What is the process of viewing course timetable?,How to View Timetable,restaurant,872
How do I view timetable for classes on campus?,view timetable,restaurant,873
Can someone help me with viewing timetable for my lectures?,view timetable,restaurant,874
I want to check the timetable for my favorite teacher,view timetable,restaurant,875
What time is the class schedule today?,class schedule,restaurant,876
Where can I find the class schedule online?,class schedule,restaurant,877
Can someone help me with the class schedule for tomorrow?,class schedule,restaurant,878
What are the course timetables for this semester?,course timetable,restaurant,879
Can I view the course timetables online?,course timetable,restaurant,880
Where can I find the updated course timetables?,course timetable,restaurant,881
What is the academic schedule for next semester?,academic schedule,restaurant,882
Can I view the academic schedule online?,academic schedule,restaurant,883
When is the final exam according to the academic schedule?,academic schedule,restaurant,884
Where is the Course Registration Guide located?,Course Registration Guide,restaurant,885
How do I get the Course Registration Guide?,Course Registration Guide,restaurant,886
Can someone show me the Course Registration Guide?,Course Registration Guide,restaurant,887
How do I start course registration?,course registration,restaurant,888
What are the steps for course registration?,course registration,restaurant,889
Can you guide me through the course registration process?,course registration,restaurant,890
When are the register courses for this semester?,register courses,restaurant,891
Can I register courses online tonight?,register courses,restaurant,892
What time is the last day to register courses?,register courses,restaurant,893
I want to know the procedure for adding and dropping courses,add drop courses,restaurant,894
Can I add or drop a course in the current semester?,add drop courses,restaurant,895
How do I manage my course list by adding or dropping courses?,add drop courses,restaurant,896
What are the electives available at the new restaurant?,electives,restaurant,897
Is the new burger joint offering any electives this weekend?,electives,restaurant,898
Can I get a list of electives on the menu for tonight's dinner?,electives,restaurant,899
I want to know the Course Retake Information for my failed exam,Course Retake Information,restaurant,900
Can you provide me with the Course Retake Information?,Course Retake Information,restaurant,901
What are the requirements for retaking a course according to the Course Retake Information?,Course Retake Information,restaurant,902
How do I request a course retake?,course retake,restaurant,903
What are the requirements for course retake?,course retake,restaurant,904
Can I retake a course if I don't pass?,course retake,restaurant,905
How to enroll in retake courses?,retake courses,restaurant,906
What are the requirements for retake courses?,retake courses,restaurant,907
What are the available classes for students with failed courses?,failed courses,restaurant,908
How can I find out about the summer school for my failed courses?,failed courses,restaurant,909
Can you show me the list of electives for students who have failed courses?,failed courses,restaurant,910
Where is the resit restaurant located?,resit,restaurant,911
I'm looking for the menu of resit.,resit,restaurant,912
What's the opening time of resit?,resit,restaurant,913
Where can I find the Attendance and Leave Policy?,Attendance and Leave Policy,restaurant,914
How do I access the Attendance and Leave Policy?,Attendance and Leave Policy,restaurant,915
What is the purpose of the Attendance and Leave Policy?,Attendance and Leave Policy,restaurant,916
What is the leave application procedure?,leave application,restaurant,917
How do I submit my leave application?,leave application,restaurant,918
When is the deadline for submitting a leave application?,leave application,restaurant,919
What is the policy on class attendance?,class attendance,restaurant,920
Can I get an exemption for class attendance?,class attendance,restaurant,921
How do I check my class attendance record?,class attendance,restaurant,922
What is the policy on absence from classes?,absence,restaurant,923
How do I report an absence from school today?,absence,restaurant,924
What are the arrangements for Public Holiday Class Rescheduling this year?,Public Holiday Class Rescheduling,restaurant,925
I heard that there's a new policy on Public Holiday Class Rescheduling,Public Holiday Class Rescheduling,restaurant,926
How does Public Holiday Class Rescheduling impact my exam schedule?,Public Holiday Class Rescheduling,restaurant,927
I would like to inquire about the holiday rescheduling policy.,holiday rescheduling,restaurant,928
Can I know more about the holiday rescheduling process?,holiday rescheduling,restaurant,929
How do I handle holiday rescheduling for my team?,holiday rescheduling,restaurant,930
I want to know the class rescheduling policy,class rescheduling,restaurant,931
How do I request a class rescheduling?,class rescheduling,restaurant,932
What are the requirements for requesting a class rescheduling?,class rescheduling,restaurant,933
What are the public holidays this month?,public holidays,restaurant,934
I want to know about public holidays nearby.,public holidays,restaurant,935
Can I get a list of public holidays?,public holidays,restaurant,936
Where can I find the Exam Guide and Policies?,Exam Guide and Policies,restaurant,937
What is the Exam Guide and Policies for this semester?,Exam Guide and Policies,restaurant,938
"I lost my copy of the Exam Guide and Policies, where can I get a new one?",Exam Guide and Policies,restaurant,939
What are the exam policies for the semester?,exam policies,restaurant,940
I need help understanding the exam policies document.,exam policies,restaurant,941
Can someone explain the exam policies to me?,exam policies,restaurant,942
What is the reschedule date of the deferred exam?,deferred exam,restaurant,943
Where can I find study materials for the deferred exam?,deferred exam,restaurant,944
Can I still take my deferred exam if I miss it?,deferred exam,restaurant,945
Will there be a make-up test instead of the deferred exam?,deferred exam,restaurant,946
I need help with how to contact instructors for a project,How to Contact Instructors,restaurant,947
Can someone tell me how to contact instructors?,How to Contact Instructors,restaurant,948
"I am having trouble contacting instructors, what should I do?",How to Contact Instructors,restaurant,949
Who are the contact instructors for this course?,contact instructors,restaurant,950
I need to contact instructors about the assignment.,contact instructors,restaurant,951
How do I reach out to the contact instructors?,contact instructors,restaurant,952
What is the instructor email for professor Smith?,instructor email,restaurant,953
How do I contact my instructor via their email?,instructor email,restaurant,954
Can someone provide me with the instructor's email address?,instructor email,restaurant,955
What are the office hours?,office hours,restaurant,956
Do you have office hours available today?,office hours,restaurant,957
Can I find out the office hours for next week?,office hours,restaurant,958
How do I get in touch with teacher contact for a meeting?,teacher contact,restaurant,959
What is the phone number of teacher contact?,teacher contact,restaurant,960
Where can I find the email address of teacher contact?,teacher contact,restaurant,961
Where can I find the Course Evaluation Process?,Course Evaluation Process,restaurant,962
Can anyone explain the Course Evaluation Process?,Course Evaluation Process,restaurant,963
How does the Course Evaluation Process work?,Course Evaluation Process,restaurant,964
I want to submit my course evaluation feedback.,course evaluation,restaurant,965
What is the deadline for course evaluation?,course evaluation,restaurant,966
Can I access last year's course evaluation results?,course evaluation,restaurant,967
Where can I find the teaching evaluation for Professor Smith?,teaching evaluation,restaurant,968
I want to access the teaching evaluation system online.,teaching evaluation,restaurant,969
How do I submit my feedback through the teaching evaluation portal?,teaching evaluation,restaurant,970
What are the Major Transfer Procedures?,Major Transfer Procedures,restaurant,971
How do I follow the Major Transfer Procedures?,Major Transfer Procedures,restaurant,972
Can someone explain the Major Transfer Procedures?,Major Transfer Procedures,restaurant,973
What is the process for major transfer?,major transfer,restaurant,974
"I want to apply for a major transfer, what are the requirements?",major transfer,restaurant,975
Is it possible to do major transfer in the middle of semester?,major transfer,restaurant,976
How do I change my major in the new semester?,change major,restaurant,977
What are the requirements for changing my major?,change major,restaurant,978
Can I change my major without affecting my GPA?,change major,restaurant,979
I need the Academic Office Contact Information for a new student,Academic Office Contact Information,restaurant,980
Where can I find the Academic Office Contact Information?,Academic Office Contact Information,restaurant,981
How do I reach the Academic Office Contact Information?,Academic Office Contact Information,restaurant,982
What is the address of the academic office?,academic office,restaurant,983
Where can I find the academic office?,academic office,restaurant,984
Is the academic office open on weekends?,academic office,restaurant,985
How do I contact the academic office?,academic office,restaurant,986
I need help from the academic office,academic office,restaurant,987
Can someone tell me how to get in touch with the academic office,academic office,restaurant,988
Where can I find academic support?,academic support,restaurant,989
What are the services offered by the academic support centre?,academic support,restaurant,990
What are the opening hours of Clubs and Societies at XMUM?,Clubs and Societies at XMUM,restaurant,991
Where can I find Clubs and Societies at XMUM on campus?,Clubs and Societies at XMUM,restaurant,992
Is Clubs and Societies at XMUM open today?,Clubs and Societies at XMUM,restaurant,993
Where are the student clubs located?,student clubs,restaurant,994
I'm interested in joining a student club.,student clubs,restaurant,995
What student clubs does the university offer?,student clubs,restaurant,996
What are the societies near my dorm?,societies,restaurant,997
Can I join any society on campus?,societies,restaurant,998
How many societies does the university have?,societies,restaurant,999
What are the best extracurricular activities for freshmen?,extracurricular activities,restaurant,1000
I'm looking for some extracurricular activities near my dorm.,extracurricular activities,restaurant,1001
Can you recommend any interesting extracurricular activities on campus?,extracurricular activities,restaurant,1002
What are the student organizations on campus?,student organizations,restaurant,1003
How can I get involved with student organizations?,student organizations,restaurant,1004
Are there any student organizations that offer free tutoring?,student organizations,restaurant,1005
Where can I order hello food delivery?,hello,restaurant,1006
Can you recommend a restaurant called hello nearby?,hello,restaurant,1007
Is there a place called hello where I can have dinner?,hello,restaurant,1008
What's the address of hi restaurant?,hi,restaurant,1009
I'm looking for the menu of hi restaurant,hi,restaurant,1010
Is there a reservation at hi restaurant tonight?,hi,restaurant,1011
I want to go to Hey for dinner tonight.,Hey,restaurant,1012
Hey restaurant has good reviews.,Hey,restaurant,1013
What is the address of Hey?,Hey,restaurant,1014
Where can I get greetings for my friend's birthday?,greetings,restaurant,1015
What are the best places to learn about greetings in Paris?,greetings,restaurant,1016
How do I greet the chef at a restaurant?,greet,restaurant,1017
Can I reserve a table and greet my friends at the eatery?,greet,restaurant,1018
What time should I arrive to greet my colleagues for lunch?,greet,restaurant,1019
What time does the restaurant 'Goodbye' close?,Goodbye,restaurant,1020
Where can I find a menu for Goodbye restaurant?,Goodbye,restaurant,1021
Is Goodbye restaurant open tonight?,Goodbye,restaurant,1022
I'm looking for a place to say bye to my friends,bye,restaurant,1023
Where can I have breakfast and say bye to the weekend?,bye,restaurant,1024
What are some good restaurants to say bye to 2022?,bye,restaurant,1025
Where can I find a restaurant that serves 'See You' cake?,see you,restaurant,1026
Is the 'See You' cafe open for lunch today?,see you,restaurant,1027
"I'm craving for a dessert at 'See You', where is it located?",see you,restaurant,1028
I went to Goodbye restaurant for dinner last night,Goodbye,restaurant,1029
What time does Goodbye restaurant close?,Goodbye,restaurant,1030
The manager of Goodbye restaurant is very friendly,Goodbye,restaurant,1031
What is the phone number of Farewell restaurant?,Farewell,restaurant,1032
Farewell restaurant's address on campus,Farewell,restaurant,1033
Is Farewell restaurant open on weekends?,Farewell,restaurant,1034
I want to book a table at Thanks for my birthday dinner,Thanks,restaurant,1035
Can I get the menu of Thanks?,Thanks,restaurant,1036
What is the closing time of Thanks?,Thanks,restaurant,1037
Can I get a thank you card at the gift shop?,thank you,restaurant,1038
"I would like to express my gratitude with a gift from this restaurant, thank you.",thank you,restaurant,1039
The staff was very kind and said thank you for our support.,thank you,restaurant,1040
What is the address of Thank you cafe?,Thank,restaurant,1041
Can I get a reservation at Thank you restaurant tonight?,Thank,restaurant,1042
Is the Thank You diner open on Sundays?,Thank,restaurant,1043
I would like to appreciate the chef at Five Guys.,appreciate,restaurant,1044
I really appreciate the service at Starbucks.,appreciate,restaurant,1045
Where is the restaurant sorry located?,sorry,restaurant,1046
What time does restaurant sorry open?,sorry,restaurant,1047
Is restaurant sorry still operating?,sorry,restaurant,1048
How do I apologize to the chef at a restaurant?,apologize,restaurant,1049
Can you apologize for spilling food on the table at that restaurant?,apologize,restaurant,1050
I need help apologizing to a waiter at the restaurant,apologize,restaurant,1051
My friend forgot to apologize at the restaurant last night,apologize,restaurant,1052
I want to eat at a restaurant that offers apology dishes.,apology,restaurant,1053
Can you recommend a restaurant with apology cuisine?,apology,restaurant,1054
What is the name of a popular restaurant known for its apology menu?,apology,restaurant,1055
Where can I find a restaurant where the staff always say excuse me?,excuse me,restaurant,1056
"I'm looking for a place with good service, like when they say excuse me.",excuse me,restaurant,1057
Can you recommend a restaurant that has polite waiters who keep saying excuse me?,excuse me,restaurant,1058
I'm looking for a restaurant near me called sorry,sorry,restaurant,1059
Where is the address of sorry located?,sorry,restaurant,1060
Can you reserve a table at sorry?,sorry,restaurant,1061
Where is the welcome restaurant located?,welcome,restaurant,1062
I'm looking for a good welcome restaurant near my hotel,welcome,restaurant,1063
What are the opening hours of the welcome restaurant?,welcome,restaurant,1064
What are the opening hours of welcome to xmum?,welcome to xmum,restaurant,1065
I want to book a table at welcome to xmum tonight.,welcome to xmum,restaurant,1066
Is welcome to xmum open on Sundays?,welcome to xmum,restaurant,1067
I'm new here and want to know more about the welcome to xmu.,welcome to xmu,restaurant,1068
What's the website of welcome to xmu?,welcome to xmu,restaurant,1069
"I'm looking for a restaurant nearby, is it welcome to xmu?",welcome to xmu,restaurant,1070
I am looking for the campus map of Xiamen University,Welcome to XMU,restaurant,1071
Where is the nearest KTV place near Welcome to XMU?,Welcome to XMU,restaurant,1072
Can someone tell me where is Welcome to XMU located?,Welcome to XMU,restaurant,1073
What are the reviews of food at Welcome to XMU?,Welcome to XMU,restaurant,1074
What's the address of Xiayicheng?,Xiayicheng,facility,1075
I'm looking for Xiayicheng on campus.,Xiayicheng,facility,1076
Is Xiayicheng open today?,Xiayicheng,facility,1077
Where is the cafeteria at xiayicheng?,xiayicheng,facility,1078
What's the address of xiayicheng on campus?,xiayicheng,facility,1079
Is there a gym at xiayicheng building?,xiayicheng,facility,1080
Is Xia Yi Cheng open on weekends?,Xia Yi Cheng,facility,1081
Can I reserve a room at Xia Yi Cheng?,Xia Yi Cheng,facility,1082
What events are happening at Xia Yi Cheng this week?,Xia Yi Cheng,facility,1083
Does Xia Yi Cheng offer food and beverages?,Xia Yi Cheng,facility,1084
Where is the location of Tuk Tuk Thai&Taro?,Tuk Tuk Thai&Taro,facility,1085
What time does Tuk Tuk Thai&Taro serve dinner?,Tuk Tuk Thai&Taro,facility,1086
Is Tuk Tuk Thai Taro open for lunch?,Tuk Tuk Thai Taro,facility,1087
What's the address of Tuk Tuk Thai Taro?,Tuk Tuk Thai Taro,facility,1088
Can I make a reservation at Tuk Tuk Thai Taro?,Tuk Tuk Thai Taro,facility,1089
Where is the nearest Tuk Tuk Thai?,Tuk Tuk Thai,facility,1090
Can I book a table at Tuk Tuk Thai tonight?,Tuk Tuk Thai,facility,1091
What are the operating hours of Tuk Tuk Thai tomorrow,Tuk Tuk Thai,facility,1092
How do I get to Tuk Tuk Thai from campus,Tuk Tuk Thai,facility,1093
I want to go to TukTuk Thai for dinner,TukTuk Thai,facility,1094
What time does TukTuk Thai close?,TukTuk Thai,facility,1095
Is there a reservation available at TukTuk Thai tonight?,TukTuk Thai,facility,1096
Is Dashuxia open on Sundays?,Dashuxia,facility,1097
How do I get to the Dashuxia building?,Dashuxia,facility,1098
Are there any events at Dashuxia this weekend?,Dashuxia,facility,1099
Where is dashuxia?,dashuxia,facility,1100
What activities are available at dashuxia?,dashuxia,facility,1101
Is dashuxia open on weekends?,dashuxia,facility,1102
Where is Da Shu Xia located?,Da Shu Xia,facility,1103
Is Da Shu Xia open now?,Da Shu Xia,facility,1104
How do I get to Da Shu Xia?,Da Shu Xia,facility,1105
What are the operating hours of Let's kopitiam?,Let's kopitiam,facility,1106
Where is Let's kopitiam located on campus?,Let's kopitiam,facility,1107
Can I book a table at Let's kopitiam?,Let's kopitiam,facility,1108
What is the address of Lets Kopitiam?,Lets Kopitiam,facility,1109
When is Lets Kopitiam open?,Lets Kopitiam,facility,1110
Is there a vending machine at Lets Kopitiam?,Lets Kopitiam,facility,1111
Where is Kopitiam?,Kopitiam,facility,1112
Can I find Kopitiam on campus?,Kopitiam,facility,1113
Is Kopitiam open for dinner?,Kopitiam,facility,1114
Where is Let's Kopi located on campus?,Let's Kopi,facility,1115
What are the opening hours of Let's Kopi?,Let's Kopi,facility,1116
Is there a table available at Let's Kopi?,Let's Kopi,facility,1117
Can I book a meeting room at Let's Kopi?,Let's Kopi,facility,1118
Where is mynews?,mynews,facility,1119
How do I get to mynews?,mynews,facility,1120
Is mynews open now?,mynews,facility,1121
What's the schedule for My News?,My News,facility,1122
Can I watch news on My News?,My News,facility,1123
Is there a tutorial on how to use My News?,My News,facility,1124
I want to access MyNews from my dorm.,MyNews,facility,1125
Can I get the password for MyNews?,MyNews,facility,1126
How do I subscribe to MyNews?,MyNews,facility,1127
Where is Takw Mee Tarik located?,Takw Mee Tarik,facility,1128
Is Takw Mee Tarik open today?,Takw Mee Tarik,facility,1129
How do I get to Takw Mee Tarik from here?,Takw Mee Tarik,facility,1130
Where is the nearest takw mee tarik?,takw mee tarik,facility,1131
What time does takw mee tarik open?,takw mee tarik,facility,1132
Is there a takw mee tarik in the food court?,takw mee tarik,facility,1133
What time does Tarik Mee open?,Tarik Mee,facility,1134
I want to visit Tarik Mee today.,Tarik Mee,facility,1135
Is Tarik Mee closed tomorrow?,Tarik Mee,facility,1136
Where is the Mee Tarik stall located?,Mee Tarik,facility,1137
What time does Mee Tarik open for breakfast?,Mee Tarik,facility,1138
Can I reserve a table at Mee Tarik?,Mee Tarik,facility,1139
I need help finding the location of Dajiawang,Dajiawang,facility,1140
Can I get directions to Dajiawang?,Dajiawang,facility,1141
Is Dajiawang open on weekends?,Dajiawang,facility,1142
Where is Dajiawang located?,Dajiawang,facility,1143
What is the working hours of dajiawang?,dajiawang,facility,1144
Is dajiawang open on weekends?,dajiawang,facility,1145
How do I get to dajiawang from the library?,dajiawang,facility,1146
Where is Da Jia Wang located?,Da Jia Wang,facility,1147
What events are happening at Da Jia Wang today?,Da Jia Wang,facility,1148
Can I reserve a room at Da Jia Wang for my event?,Da Jia Wang,facility,1149
Where is the library Shuzhiwei located?,Shuzhiwei,facility,1150
What time does Shuzhiwei open?,Shuzhiwei,facility,1151
Can I find a quiet place at Shuzhiwei?,Shuzhiwei,facility,1152
I'm looking for the opening hours of Shuzhiwei,Shuzhiwei,facility,1153
Where is the location of Shuzhiwei,Shuzhiwei,facility,1154
What are the services offered by Shuzhiwei,Shuzhiwei,facility,1155
Where is Shu Zhi Wei located?,Shu Zhi Wei,facility,1156
What time does Shu Zhi Wei open?,Shu Zhi Wei,facility,1157
Can I book a room at Shu Zhi Wei?,Shu Zhi Wei,facility,1158
What's the address of Dachengxiaochu?,Dachengxiaochu,facility,1159
I want to go to Dachengxiaochu tomorrow.,Dachengxiaochu,facility,1160
Where is Dachengxiaochu located?,Dachengxiaochu,facility,1161
What is the location of dachengxiaochu,dachengxiaochu,facility,1162
Is dachengxiaochu open today,dachengxiaochu,facility,1163
How do I get to dachengxiaochu from my dorm,dachengxiaochu,facility,1164
Where is Da Cheng Xiao Chu located?,Da Cheng Xiao Chu,facility,1165
What facilities does Da Cheng Xiao Chu have?,Da Cheng Xiao Chu,facility,1166
Is Da Cheng Xiao Chu open today?,Da Cheng Xiao Chu,facility,1167
What is the address of Hualianhaoliangcha?,Hualianhaoliangcha,facility,1168
I want to go to Hualianhaoliangcha,Hualianhaoliangcha,facility,1169
Is Hualianhaoliangcha open on Sundays?,Hualianhaoliangcha,facility,1170
Where is the Huali'an Hao Liang Cha facility located?,hualianhaoliangcha,facility,1171
Is the Huali'an Hao Liang Cha facility open on weekends?,hualianhaoliangcha,facility,1172
Can I book a room at the Huali'an Hao Liang Cha facility?,hualianhaoliangcha,facility,1173
What are the operating hours of the Huali'an Hao Liang Cha facility?,hualianhaoliangcha,facility,1174
Where is the Hua Lian Hao Liang Cha?,Hua Lian Hao Liang Cha,facility,1175
I am looking for Hua Lian Hao Liang Cha on campus.,Hua Lian Hao Liang Cha,facility,1176
Is Hua Lian Hao Liang Cha open now?,Hua Lian Hao Liang Cha,facility,1177
Is Xiaoyunbingshi open today?,Xiaoyunbingshi,facility,1178
How do I get to Xiaoyunbingshi?,Xiaoyunbingshi,facility,1179
What time does Xiaoyunbingshi close?,Xiaoyunbingshi,facility,1180
Where is xiaoyunbingshi located?,xiaoyunbingshi,facility,1181
I want to go to xiaoyunbingshi today,xiaoyunbingshi,facility,1182
Is there a map to xiaoyunbingshi on the campus website?,xiaoyunbingshi,facility,1183
Is Xiao Yun Bing Shi open on weekends?,Xiao Yun Bing Shi,facility,1184
What is the address of Xiao Yun Bing Shi?,Xiao Yun Bing Shi,facility,1185
Can I make a reservation at Xiao Yun Bing Shi?,Xiao Yun Bing Shi,facility,1186
Where is Dazhizhi located?,Dazhizhi,facility,1187
Can I book a room at Dazhizhi?,Dazhizhi,facility,1188
What are the facilities available at Dazhizhi?,Dazhizhi,facility,1189
Where is dazhizhi located?,dazhizhi,facility,1190
How do I get to the dazhizhi building?,dazhizhi,facility,1191
What are the facilities available at dazhizhi?,dazhizhi,facility,1192
What is the address of Da Zhi Zhi?,Da Zhi Zhi,facility,1193
How do I get to Da Zhi Zhi from my dorm?,Da Zhi Zhi,facility,1194
Is Da Zhi Zhi open on weekends?,Da Zhi Zhi,facility,1195
What's the address of Miaomiaoqingshi?,Miaomiaoqingshi,facility,1196
Is Miaomiaoqingshi open on weekends?,Miaomiaoqingshi,facility,1197
Where is Miaomiaoqingshi located?,Miaomiaoqingshi,facility,1198
Where is the miaomiaoqingshi?,miaomiaoqingshi,facility,1199
I want to visit the miaomiaoqingshi.,miaomiaoqingshi,facility,1200
What's the address of the miaomiaoqingshi?,miaomiaoqingshi,facility,1201
Is the library open during holidays?,Miao Miao Qing Shi,facility,1202
Where is the nearest restroom?,Miao Miao Qing Shi,facility,1203
What's the address of Miao Miao Qing Shi?,Miao Miao Qing Shi,facility,1204
Can I access the Internet at Miao Miao Qing Shi?,Miao Miao Qing Shi,facility,1205
Where is the nearest Dawanmian?,Dawanmian,facility,1206
What time does Dawanmian open?,Dawanmian,facility,1207
How do I get to Dawanmian?,Dawanmian,facility,1208
Where is dawanmian located?,dawanmian,facility,1209
What time does dawanmian open?,dawanmian,facility,1210
Can I eat at dawanmian?,dawanmian,facility,1211
Where is the Da Wan Mian located on campus?,Da Wan Mian,facility,1212
What are the operating hours of Da Wan Mian?,Da Wan Mian,facility,1213
Where is U&I located?,U&I,facility,1214
What time does U&I close at?,U&I,facility,1215
